candidate_probability,market_score,session,market_regime,volatility_bucket,direction,memory_confidence,memory_pf,memory_matches,is_win
0.5183672,86.93942133815489,0,0,0,0,0.0,0.0,0.0,1
0.6185897,80.38630623889274,1,3,0,0,0.0,0.0,0.0,1
0.6185897,81.65746889907413,1,3,0,0,0.0,0.0,0.0,1
0.6185897,81.00926012533924,1,3,0,0,0.0,0.0,0.0,1
0.5623462,89.87440597420219,2,0,0,0,0.0,0.0,0.0,0
0.55746776,83.06103051525773,2,3,0,0,0.0,0.0,0.0,1
0.5835093,83.11916726489578,2,1,0,0,0.0,0.0,0.0,0
0.67178565,99.33509104391528,2,1,0,0,0.0,0.0,0.0,1
0.62311476,98.5052230144252,0,0,0,0,0.0,0.0,0.0,0
0.61214405,98.629291183008,0,0,0,0,0.0,0.0,0.0,0
0.63423043,98.26666666666678,0,3,0,0,0.0,0.0,0.0,1
0.70643204,88.38682991396406,0,3,0,0,0.0,0.0,0.0,1
0.6791033,88.16249999999978,0,3,0,0,0.0,0.0,0.0,1
0.5378469,81.23339658444061,0,2,0,0,0.0,0.0,0.0,1
0.5461614,84.51070750881047,0,2,0,0,0.0,0.0,0.0,1
0.6178605,86.32850241545799,0,2,0,0,0.0,0.0,0.0,1
0.5378469,80.80827067669242,0,3,0,0,0.0,0.0,0.0,1
0.5804245,80.38902996444878,1,3,0,0,0.0,0.0,0.0,1
0.5313031,95.4018324607336,0,3,0,0,0.0,0.0,0.0,0
0.6057064,97.34162303664954,0,0,0,0,0.0,0.0,0.0,0
0.62734044,83.31226295828051,0,2,0,0,0.0,0.0,0.0,1
0.6100382,86.71390271926397,1,2,0,0,0.0,0.0,0.0,1
0.5862552,86.00153198008344,1,2,0,0,0.0,0.0,0.0,1
0.62224925,83.30455547391539,1,2,0,0,0.0,0.0,0.0,1
0.59022427,86.35616438356206,0,0,0,0,0.0,0.0,0.0,0
0.5933646,87.6205385097064,0,3,0,0,0.0,0.0,0.0,0
0.52594155,87.8155339805818,1,0,0,0,0.0,0.0,0.0,1
0.55295336,87.99024390243991,1,0,0,0,0.0,0.0,0.0,0
0.56315845,87.26617688612609,1,3,0,0,0.0,0.0,0.0,0
0.6585386,87.26921093347119,1,3,0,0,0.0,0.0,0.0,1
0.628862,82.43424445590534,1,3,0,0,0.0,0.0,0.0,0
0.5469972,93.74297489696494,0,3,0,0,0.0,0.0,0.0,0
0.6209661,99.44849862423732,0,3,0,0,0.0,0.0,0.0,1
0.6209661,99.25157907281591,0,3,0,0,0.0,0.0,0.0,1
0.59620786,83.26432217810499,2,0,0,0,0.0,0.0,0.0,1
0.6348713,84.08336157234824,0,3,0,0,0.0,0.0,0.0,1
0.56342673,85.99604221635903,0,3,0,0,0.0,0.0,0.0,1
0.6175509,88.40567435951746,0,1,0,0,0.0,0.0,0.0,1
0.6164154,83.41524157396603,0,2,0,0,0.0,0.0,0.0,0
0.6844973,84.6953345508881,0,3,0,0,0.0,0.0,0.0,0
0.5940386,83.66629375099936,0,2,0,0,0.0,0.0,0.0,0
0.6519184,89.27145847871607,0,2,0,0,0.0,0.0,0.0,0
0.6628957,88.89763779527571,0,3,0,0,0.0,0.0,0.0,0
0.60381097,88.45970374089845,0,3,0,0,0.0,0.0,0.0,0
0.58645445,88.17303044949205,0,3,0,0,0.0,0.0,0.0,0
0.6810046,88.51966626936836,0,3,0,0,0.0,0.0,0.0,1
0.65247333,88.0727056019071,0,3,0,0,0.0,0.0,0.0,1
0.53935015,82.76730555995499,2,0,0,0,0.0,0.0,0.0,1
0.53935015,82.58672580389602,2,0,0,0,0.0,0.0,0.0,1
0.6475033,98.91772151898849,0,0,0,0,0.0,0.0,0.0,0
0.52689755,97.1550671550678,0,0,0,0,0.0,0.0,0.0,0
0.684296,99.21494206951608,0,0,0,0,0.0,0.0,0.0,0
0.61782646,97.74503311258196,0,3,0,0,0.0,0.0,0.0,1
0.5575748,89.06475976217172,0,3,0,0,0.0,0.0,0.0,1
0.59863013,86.26444159178436,2,1,0,0,0.0,0.0,0.0,0
0.5977952,87.15473287519369,2,1,0,0,0.0,0.0,0.0,0
0.5977952,87.571333036112,2,1,0,0,0.0,0.0,0.0,1
0.69701713,89.81095890410938,0,0,0,0,0.0,0.0,0.0,1
0.61339426,81.08728943338434,1,3,0,0,0.0,0.0,0.0,0
0.51531243,86.41418806576671,0,0,0,0,0.0,0.0,0.0,0
0.54363036,85.98699489085043,1,0,0,0,0.0,0.0,0.0,1
0.58234924,80.4434397845323,2,0,0,0,0.0,0.0,0.0,0
0.69954735,89.23129907700816,0,3,0,0,0.0,0.0,0.0,1
0.6389247,88.55593220338976,0,3,0,0,0.0,0.0,0.0,1
0.58099484,87.40655812886992,0,0,0,0,0.0,0.0,0.0,1
0.67796594,80.90271343481143,1,3,0,0,0.0,0.0,0.0,0
0.54148924,88.76137158852288,0,0,0,0,0.0,0.0,0.0,0
