timestamp,final_score,trend_score,breakout_score,reversal_score,session_score,atr,atr_pct,adx,ema50_slope,rsi,macd,trend_state,volatility_state,direction,hour_utc,is_high_volatility,is_buy,recent_high_20_distance,recent_low_20_distance,recent_high_20_distance_pct,recent_low_20_distance_pct,result_r,label
2024-07-30 17:15:00,70.0,-100.0,0.0,0.0,60.0,8.949693975556794,0.27191229163231323,28.044849306991214,-4.886935866385023,30.31203293040322,-6.153034844447575,TRENDING_DOWN,NORMAL_VOLATILITY,SELL,17,0,0,4.134219572317621,-0.12514394381073418,1.1241451180200464,-0.034028176545482174,2.5,1
2024-07-30 18:00:00,80.0,-100.0,0.0,0.0,60.0,9.710790130644627,0.2958595263173095,36.9179808527961,-4.098102728162104,31.17895900864545,-7.2948741896070715,TRENDING_DOWN,NORMAL_VOLATILITY,SELL,18,0,0,4.7534751939835855,-0.27289231507922385,1.4063609192530644,-0.08073779107497314,-1.0,0
2024-07-30 19:10:00,80.0,-100.0,0.0,6.930939923743367,60.0,8.859065977246305,0.2711192645725536,38.87292768211688,-5.481255200927504,28.613812015251327,-7.859095828062891,TRENDING_DOWN,NORMAL_VOLATILITY,SELL,19,0,0,4.469997187255277,-0.9764009007514297,1.211902350050034,-0.2647210941397065,-1.0,0
2024-07-30 20:00:00,80.0,-75.0,0.0,0.0,60.0,9.276435401749763,0.2847016972577652,40.12986169560069,-5.1923094029240175,33.09629758037322,-7.67805317372904,TRENDING_DOWN,NORMAL_VOLATILITY,SELL,20,0,0,3.910985031292995,-0.21991205798890914,1.1134640763588297,-0.06260933615689052,-1.0,0
2024-07-30 20:05:00,80.0,-100.0,0.0,22.120081496452215,60.0,10.628118587339085,0.3280384761054071,41.475590758191075,-5.249006083809427,25.575983700709557,-9.610268826666925,TRENDING_DOWN,NORMAL_VOLATILITY,SELL,20,0,0,5.136374754514962,-1.7312565576676369,1.6849285471773723,-0.5679187629247845,-1.0,0
2024-07-31 06:05:00,70.0,100.0,0.0,-2.7971950172939586,20.0,7.943017894141329,0.23993698441127,26.1711982323887,4.617799532649919,70.55943900345879,5.018114457402589,TRENDING_UP,NORMAL_VOLATILITY,BUY,6,0,1,-0.41545921763996285,5.915887465727538,-0.09968403182639819,1.419440198643096,-1.0,0
2024-07-31 06:10:00,70.0,100.0,0.0,-19.10165431197143,20.0,7.997088044559793,0.24104821949885286,28.479380593905464,5.725819341961833,73.82033086239429,6.696260766482737,TRENDING_UP,NORMAL_VOLATILITY,BUY,6,0,1,-0.7765326535606338,6.772465139588394,-0.18718181352351035,1.6324906635158323,-1.0,0
2024-07-31 06:50:00,80.0,100.0,0.0,-1.5719296495746704,20.0,7.226895389925709,0.21750461650752745,41.066307799543715,7.4850389539656454,70.31438592991493,10.20108348432359,TRENDING_UP,NORMAL_VOLATILITY,BUY,6,0,1,-0.0027674400860792595,7.956390247485108,-0.0006019309946302281,1.7305516095634799,-1.0,0
2024-07-31 06:55:00,80.0,100.0,0.0,-6.560490903547134,20.0,7.094974290645309,0.21342055554655742,42.55434536026956,7.705498722533236,71.31209818070943,10.384298688616582,TRENDING_UP,NORMAL_VOLATILITY,BUY,6,0,1,-0.13530704420815054,8.353800531475809,-0.028877304544266097,1.7828727503526938,-1.0,0
2024-07-31 07:05:00,80.0,100.0,0.0,-24.35232778629924,60.0,6.965309464893133,0.2091131912555581,45.33836529883122,8.231535079813728,74.87046555725985,10.861240516996077,TRENDING_UP,NORMAL_VOLATILITY,BUY,7,0,1,-0.6977435854782502,8.559562256422245,-0.14590738783745216,1.7899173791910812,-1.0,0
