timestamp,final_score,trend_score,breakout_score,reversal_score,session_score,atr,atr_pct,adx,ema50_slope,rsi,macd,trend_state,volatility_state,direction,hour_utc,is_high_volatility,is_buy,recent_high_20_distance,recent_low_20_distance,recent_high_20_distance_pct,recent_low_20_distance_pct,result_r,label
2023-08-21 15:40:00,85,-100.0,0.0,0.9486606535077868,100.0,4.444443763989177,0.10185548607966985,31.361314758432997,-6.226996523732228,29.810267869298443,-4.939580838270558,TRENDING_DOWN,NORMAL_VOLATILITY,SELL,15,0,0,7.440751139197258,-0.594000090942934,0.7578813240807938,-0.06050216799436064,-1.0,0
2023-08-21 15:45:00,85,-100.0,0.0,4.7476440280725996,100.0,4.362697780847106,0.1000008660048481,32.08720178650401,-6.577605080764886,29.05047119438548,-5.233907393922891,TRENDING_DOWN,NORMAL_VOLATILITY,SELL,15,0,0,7.768129194917531,-0.08710206828177873,0.7768196467292965,-0.008710282258991285,-1.0,0
2023-08-21 15:50:00,85,-100.0,0.0,8.165983877998713,100.0,4.258933653643731,0.09763851987060188,32.853897463212306,-6.99479634549998,28.366803224400257,-5.462295351839202,TRENDING_DOWN,NORMAL_VOLATILITY,SELL,15,0,0,7.41734963938058,-0.01643603908709166,0.7242190401518624,-0.001604790528998988,-1.0,0
2023-08-21 17:40:00,85,100.0,0.0,0.0,100.0,3.6737235018931216,0.08365227503707304,34.023231423722684,5.59854937598111,69.79044376144368,4.044667528531136,TRENDING_UP,NORMAL_VOLATILITY,BUY,17,0,1,-0.14426779797843492,7.736020412356794,-0.012068329515484928,0.6471357072268817,2.5,1
2023-08-21 18:10:00,85,100.0,0.0,0.0,100.0,3.5900127115998184,0.08170614367939939,36.97456038278623,5.326763401900218,69.5376976733166,4.352511603046878,TRENDING_UP,NORMAL_VOLATILITY,BUY,18,0,1,-0.3203331275916488,5.493016761829912,-0.026173184548274633,0.4488132167754239,2.5,1
2023-08-21 18:40:00,85,100.0,0.0,0.0,100.0,3.5380052046320065,0.08047743211022085,37.29243532643732,5.449538691802704,69.28352721402291,4.071446208276939,TRENDING_UP,NORMAL_VOLATILITY,BUY,18,0,1,-0.2628599864077989,5.228935213486837,-0.021154296710627213,0.42081127865213,2.5,1
2023-08-21 18:45:00,85,100.0,0.0,-16.95299507940554,100.0,3.6210048328725644,0.08229724773626197,38.208781457088335,5.957312453660607,73.39059901588111,4.443007045478225,TRENDING_UP,NORMAL_VOLATILITY,BUY,18,0,1,-0.6434677962447027,6.114324896505489,-0.05295562863785685,0.5031921107477066,-1.0,0
2023-08-21 19:00:00,85,100.0,0.0,-9.224384430976187,100.0,3.5147440298182104,0.0798584035748772,39.97605901617622,7.811414745716912,71.84487688619524,4.799863077925693,TRENDING_UP,NORMAL_VOLATILITY,BUY,19,0,1,-0.2759802681990543,5.1070575403831695,-0.022039343636542925,0.40784146214003886,-1.0,0
2023-08-21 19:15:00,85,100.0,0.0,-18.413952455686626,100.0,3.351896003465986,0.07613135345091025,42.45965475988333,8.508615597978032,73.68279049113733,5.078992723758347,TRENDING_UP,NORMAL_VOLATILITY,BUY,19,0,1,-0.041767405627934955,4.797284874999882,-0.0031798091205878544,0.3652237904233218,-1.0,0
2023-08-21 19:40:00,85,100.0,0.0,-20.060016794699607,100.0,3.392685233115029,0.07699029721318348,46.63854960664067,8.496429455095225,74.01200335893992,5.053840419449443,TRENDING_UP,NORMAL_VOLATILITY,BUY,19,0,1,-0.33306950758959386,5.7093419132829855,-0.0256431203819715,0.4395639307953427,-1.0,0
2023-08-22 07:05:00,85,100.0,0.0,-30.628793845168758,60.0,1.6191787065798238,0.03672373163063097,33.3456164093421,6.0991416205345494,76.12575876903375,1.9410469795511744,TRENDING_UP,NORMAL_VOLATILITY,BUY,7,0,1,-1.8651431047896159,8.078169473725781,-0.06849501483301566,0.296660527819861,-1.0,0
2023-08-22 07:35:00,85,100.0,0.0,-9.871806505492629,60.0,2.330314229658787,0.05281189330396483,36.32347650123415,6.012271931259346,71.97436130109853,2.502617794656544,TRENDING_UP,HIGH_VOLATILITY,BUY,7,1,1,-0.6308162140925465,6.286705807115438,-0.03331459859306661,0.33201283631879663,2.5,1
2023-08-22 07:40:00,85,100.0,0.0,-18.794586749579167,60.0,2.3538632132545776,0.053331321697968975,36.60317187297359,6.49173660207448,73.75891734991583,2.8095785640834947,TRENDING_UP,HIGH_VOLATILITY,BUY,7,1,1,-0.38659850533185386,6.725114658685931,-0.020617809255807074,0.3586592533181062,2.5,1
2023-08-22 07:45:00,85,100.0,0.0,-24.901325540369754,60.0,2.376444412307827,0.05383269707345854,36.99963717294521,7.133348694171008,74.98026510807395,3.085065451081391,TRENDING_UP,HIGH_VOLATILITY,BUY,7,1,1,-0.21460632420387396,6.497101266090803,-0.011552837240915579,0.3497564843130502,2.5,1
2023-08-22 08:00:00,85,100.0,0.0,-17.79228081925453,60.0,2.3092669000876276,0.05229791874462422,38.51356428563928,8.942030354628459,73.5584561638509,3.3847951224852295,TRENDING_UP,HIGH_VOLATILITY,BUY,8,1,1,-0.37241256087286767,5.4909200835638075,-0.01947640184800666,0.28716369236344524,2.5,1
